地点,当地时间,温度,气压,湿度,风向,风速
深圳市,2024-12-07 11:00:00,20.8,764.7,62,从东北偏北方向吹来的风,3
深圳市,2024-12-07 08:00:00,17.0,764.7,72,从东北偏北方向吹来的风,2
深圳市,2024-12-07 05:00:00,17.3,763.5,75,从东北偏北方向吹来的风,2
深圳市,2024-12-07 02:00:00,17.4,763.3,75,从东北偏北方向吹来的风,2
深圳市,2024-12-06 23:00:00,18.6,763.6,70,从东北偏北方向吹来的风,2
深圳市,2024-12-06 20:00:00,19.3,762.6,70,从东北偏北方向吹来的风,2
深圳市,2024-12-06 17:00:00,21.3,761.2,60,从北方吹来的风,2
深圳市,2024-12-06 14:00:00,22.5,761.7,60,从东北偏北方向吹来的风,3
深圳市,2024-12-06 11:00:00,20.9,764.1,66,从东北偏北方向吹来的风,3
深圳市,2024-12-06 08:00:00,17.9,763.7,78,从东北偏北方向吹来的风,2
深圳市,2024-12-06 05:00:00,17.8,762.6,79,从北方吹来的风,2
深圳市,2024-12-06 02:00:00,18.8,763.0,76,从北方吹来的风,2
深圳市,2024-12-05 23:00:00,19.3,762.7,78,从北方吹来的风,0
深圳市,2024-12-05 20:00:00,20.3,762.1,75,从东北方吹来的风,1
深圳市,2024-12-05 17:00:00,22.3,761.2,61,从北方吹来的风,1
深圳市,2024-12-05 14:00:00,23.1,761.6,64,从西北方吹来的风,1
深圳市,2024-12-05 11:00:00,21.7,763.6,74,从东北方吹来的风,1
深圳市,2024-12-05 08:00:00,19.7,763.4,82,从北方吹来的风,1
深圳市,2024-12-05 05:00:00,18.9,762.4,90,从东北偏北方向吹来的风,1
深圳市,2024-12-05 02:00:00,20.1,762.6,83,从东方吹来的风,1
深圳市,2024-12-04 23:00:00,20.5,762.9,80,从东方吹来的风,1
深圳市,2024-12-04 20:00:00,20.9,762.4,75,从东方吹来的风,1
深圳市,2024-12-04 17:00:00,23.9,761.0,63,从东南方吹来的风,1
深圳市,2024-12-04 14:00:00,25.6,760.9,50,从东南偏东方向吹来的风,2
深圳市,2024-12-04 11:00:00,24.2,763.2,60,从东北方吹来的风,2
深圳市,2024-12-04 08:00:00,20.3,763.5,80,从北方吹来的风,1
深圳市,2024-12-04 05:00:00,18.9,762.2,87,从东北偏北方向吹来的风,1
深圳市,2024-12-04 02:00:00,19.7,762.1,86,从东北偏北方向吹来的风,1
深圳市,2024-12-03 23:00:00,19.7,762.4,86,从东北偏北方向吹来的风,0
深圳市,2024-12-03 20:00:00,20.1,761.6,83,从西南方吹来的风,1
深圳市,2024-12-03 17:00:00,24.3,760.5,55,从东北偏东方向吹来的风,1
深圳市,2024-12-03 14:00:00,25.7,761.0,55,从东北偏北方向吹来的风,2
深圳市,2024-12-03 11:00:00,23.6,763.6,62,从东北偏东方向吹来的风,1
深圳市,2024-12-03 08:00:00,18.4,763.4,77,从东北方吹来的风,1
深圳市,2024-12-03 05:00:00,16.6,761.8,88,从北方吹来的风,1
深圳市,2024-12-03 02:00:00,17.8,761.2,84,从北方吹来的风,1
深圳市,2024-12-02 23:00:00,18.4,761.9,75,从东北偏北方向吹来的风,2
深圳市,2024-12-02 20:00:00,20.6,761.3,63,从东方吹来的风,1
深圳市,2024-12-02 17:00:00,22.9,760.4,64,从南方吹来的风,2
深圳市,2024-12-02 14:00:00,25.5,760.4,45,从东南方吹来的风,1
深圳市,2024-12-02 11:00:00,22.6,762.7,54,从东北方吹来的风,2
深圳市,2024-12-02 08:00:00,17.7,762.6,78,从东北方吹来的风,1
深圳市,2024-12-02 05:00:00,16.6,761.2,80,从东南偏东方向吹来的风,1
深圳市,2024-12-02 02:00:00,16.1,761.2,81,从东北偏北方向吹来的风,1
深圳市,2024-12-01 23:00:00,17.4,761.6,75,从东北偏东方向吹来的风,1
深圳市,2024-12-01 20:00:00,18.3,760.6,81,从东北偏东方向吹来的风,1
深圳市,2024-12-01 17:00:00,21.0,759.5,64,从西南偏南方向吹来的风,2
深圳市,2024-12-01 14:00:00,24.7,760.0,37,从西南方吹来的风,1
深圳市,2024-12-01 11:00:00,21.6,762.7,50,从东北偏北方向吹来的风,2
深圳市,2024-12-01 08:00:00,16.3,762.8,70,从东方吹来的风,1
深圳市,2024-12-01 05:00:00,13.9,761.6,80,从东北偏北方向吹来的风,1
深圳市,2024-12-01 02:00:00,15.0,762.1,72,从东北偏北方向吹来的风,1
深圳市,2024-11-30 23:00:00,15.3,762.7,72,从东北偏北方向吹来的风,1
深圳市,2024-11-30 20:00:00,17.3,762.7,64,从东南方吹来的风,0
深圳市,2024-11-30 17:00:00,20.6,761.4,45,从南方吹来的风,1
深圳市,2024-11-30 14:00:00,23.0,762.0,31,从北方吹来的风,1
深圳市,2024-11-30 11:00:00,20.5,764.8,38,从北方吹来的风,2
深圳市,2024-11-30 08:00:00,14.9,764.9,47,从东北偏北方向吹来的风,1
深圳市,2024-11-30 05:00:00,14.4,764.4,45,从东北偏北方向吹来的风,1
深圳市,2024-11-30 02:00:00,14.7,764.8,47,从东北偏北方向吹来的风,2
深圳市,2024-11-29 23:00:00,15.8,765.3,40,从东北偏北方向吹来的风,1
深圳市,2024-11-29 20:00:00,16.3,765.3,42,从东方吹来的风,0
深圳市,2024-11-29 17:00:00,19.1,764.1,29,从东北偏北方向吹来的风,2
深圳市,2024-11-29 14:00:00,21.4,764.6,26,从北方吹来的风,2
深圳市,2024-11-29 11:00:00,19.2,767.5,31,从东北偏北方向吹来的风,4
深圳市,2024-11-29 08:00:00,15.2,767.5,40,从北方吹来的风,2
深圳市,2024-11-29 05:00:00,12.7,766.9,52,从北方吹来的风,1
深圳市,2024-11-29 02:00:00,15.1,767.0,44,从北方吹来的风,1
深圳市,2024-11-28 23:00:00,16.4,767.2,39,从北方吹来的风,2
深圳市,2024-11-28 20:00:00,17.4,767.0,44,从东北偏北方向吹来的风,2
深圳市,2024-11-28 17:00:00,19.5,765.7,37,从北方吹来的风,3
深圳市,2024-11-28 14:00:00,20.9,765.6,38,从北方吹来的风,3
深圳市,2024-11-28 11:00:00,19.5,768.4,31,从东北偏北方向吹来的风,3
深圳市,2024-11-28 08:00:00,16.5,768.4,38,从东北偏北方向吹来的风,3
深圳市,2024-11-28 05:00:00,15.6,766.6,41,从北方吹来的风,4
深圳市,2024-11-28 02:00:00,16.1,766.8,41,从北方吹来的风,3
深圳市,2024-11-27 23:00:00,17.2,766.9,41,从北方吹来的风,3
深圳市,2024-11-27 20:00:00,16.3,766.3,46,从北方吹来的风,1
深圳市,2024-11-27 17:00:00,19.0,764.8,40,从北方吹来的风,2
深圳市,2024-11-27 14:00:00,20.4,764.8,37,从北方吹来的风,4
深圳市,2024-11-27 11:00:00,19.2,767.1,42,从东北偏北方向吹来的风,1
深圳市,2024-11-27 08:00:00,14.6,767.4,54,从东北偏北方向吹来的风,3
深圳市,2024-11-27 05:00:00,14.4,766.2,54,从北方吹来的风,2
深圳市,2024-11-27 02:00:00,15.7,765.5,52,从东北偏北方向吹来的风,3
深圳市,2024-11-26 23:00:00,17.0,765.7,50,从东北偏北方向吹来的风,3
深圳市,2024-11-26 20:00:00,17.6,764.8,59,从北方吹来的风,2
深圳市,2024-11-26 17:00:00,20.1,763.3,52,从北方吹来的风,3
深圳市,2024-11-26 14:00:00,21.8,763.5,50,从北方吹来的风,3
深圳市,2024-11-26 11:00:00,20.0,766.3,58,从北方吹来的风,3
深圳市,2024-11-26 08:00:00,17.3,766.7,76,从东北偏北方向吹来的风,3
深圳市,2024-11-26 05:00:00,17.7,765.0,92,从北方吹来的风,4
深圳市,2024-11-26 02:00:00,19.4,764.9,94,从北方吹来的风,1
深圳市,2024-11-25 23:00:00,20.6,765.2,85,从北方吹来的风,2
深圳市,2024-11-25 20:00:00,20.9,764.5,84,从西北方吹来的风,1
深圳市,2024-11-25 17:00:00,21.0,763.3,83,从东北偏北方向吹来的风,1
深圳市,2024-11-25 14:00:00,22.0,763.2,79,从东北偏北方向吹来的风,2
深圳市,2024-11-25 11:00:00,21.1,765.1,77,从东北偏北方向吹来的风,2
深圳市,2024-11-25 08:00:00,18.7,765.0,89,从北方吹来的风,1
深圳市,2024-11-25 05:00:00,18.9,763.9,88,从东北偏北方向吹来的风,2
深圳市,2024-11-25 02:00:00,18.4,764.1,93,从北方吹来的风,1
深圳市,2024-11-24 23:00:00,18.1,764.8,91,从东北偏北方向吹来的风,1
深圳市,2024-11-24 20:00:00,18.8,764.9,84,从东北偏北方向吹来的风,2
深圳市,2024-11-24 17:00:00,19.0,763.9,84,从东北偏北方向吹来的风,2
深圳市,2024-11-24 14:00:00,18.8,764.1,84,从北方吹来的风,1
深圳市,2024-11-24 11:00:00,17.2,766.4,89,从东北偏北方向吹来的风,2
深圳市,2024-11-24 08:00:00,18.5,766.2,75,从东北偏北方向吹来的风,2
深圳市,2024-11-24 05:00:00,18.7,764.9,77,从东北偏北方向吹来的风,2
深圳市,2024-11-24 02:00:00,19.0,765.4,75,从北方吹来的风,1
深圳市,2024-11-23 23:00:00,18.8,765.8,77,从北方吹来的风,1
深圳市,2024-11-23 20:00:00,18.0,765.4,80,从北方吹来的风,1
深圳市,2024-11-23 17:00:00,19.2,764.5,73,从北方吹来的风,1
深圳市,2024-11-23 14:00:00,20.1,764.4,63,从东北偏北方向吹来的风,2
深圳市,2024-11-23 11:00:00,18.9,766.3,68,从北方吹来的风,3
深圳市,2024-11-23 05:00:00,17.0,765.7,73,从东北偏北方向吹来的风,2
深圳市,2024-11-23 02:00:00,17.3,765.6,74,从东北偏北方向吹来的风,3
深圳市,2024-11-22 23:00:00,17.4,766.0,73,从北方吹来的风,2
深圳市,2024-11-22 20:00:00,17.7,765.3,73,从北方吹来的风,3
深圳市,2024-11-22 17:00:00,19.2,763.7,72,无风,0
深圳市,2024-11-22 14:00:00,21.3,763.9,66,从北方吹来的风,3
深圳市,2024-11-22 11:00:00,19.6,765.7,68,从东北偏北方向吹来的风,3
深圳市,2024-11-22 08:00:00,17.2,765.5,77,从北方吹来的风,3
深圳市,2024-11-22 05:00:00,17.1,764.2,78,从东北偏北方向吹来的风,3
深圳市,2024-11-22 02:00:00,17.5,764.4,77,从北方吹来的风,3
深圳市,2024-11-21 23:00:00,18.0,765.0,77,从北方吹来的风,2
深圳市,2024-11-21 20:00:00,18.5,764.5,76,从东北偏北方向吹来的风,4
深圳市,2024-11-21 17:00:00,19.6,763.2,77,从东北偏北方向吹来的风,2
深圳市,2024-11-21 14:00:00,20.3,763.0,77,从北方吹来的风,2
深圳市,2024-11-21 11:00:00,19.5,764.9,79,从北方吹来的风,3
深圳市,2024-11-21 08:00:00,16.0,765.1,93,从东北偏北方向吹来的风,3
深圳市,2024-11-21 05:00:00,15.7,763.9,95,从东北方吹来的风,2
深圳市,2024-11-21 02:00:00,16.0,764.2,95,从东北偏北方向吹来的风,2
深圳市,2024-11-20 23:00:00,16.4,765.0,95,从东北偏北方向吹来的风,2
深圳市,2024-11-20 20:00:00,16.8,764.6,94,无风,0
深圳市,2024-11-20 17:00:00,16.9,763.6,94,从东北偏北方向吹来的风,3
深圳市,2024-11-20 14:00:00,17.3,763.8,94,从北方吹来的风,1
深圳市,2024-11-20 11:00:00,16.8,765.5,94,从东北偏北方向吹来的风,3
深圳市,2024-11-20 08:00:00,16.1,765.3,95,从东北偏北方向吹来的风,3
深圳市,2024-11-20 05:00:00,16.3,763.9,94,从东北偏北方向吹来的风,3
深圳市,2024-11-20 02:00:00,16.4,764.3,94,从北方吹来的风,3
深圳市,2024-11-19 23:00:00,16.8,765.2,94,从北方吹来的风,3
深圳市,2024-11-19 20:00:00,17.2,764.5,94,从东北偏北方向吹来的风,3
深圳市,2024-11-19 17:00:00,17.4,763.9,94,从东北偏北方向吹来的风,3
深圳市,2024-11-19 14:00:00,17.6,764.2,91,从东北偏北方向吹来的风,2
深圳市,2024-11-19 11:00:00,17.1,765.8,91,从东北偏北方向吹来的风,5
深圳市,2024-11-19 08:00:00,18.6,765.1,80,从东北偏北方向吹来的风,4
深圳市,2024-11-19 05:00:00,20.1,763.9,75,从北方吹来的风,3
深圳市,2024-11-19 02:00:00,21.0,763.6,73,从东北偏北方向吹来的风,3
深圳市,2024-11-18 23:00:00,21.7,763.7,71,从北方吹来的风,3
深圳市,2024-11-18 20:00:00,22.4,763.0,69,从北方吹来的风,2
深圳市,2024-11-18 17:00:00,23.8,762.0,69,从北方吹来的风,2
深圳市,2024-11-18 14:00:00,25.2,762.1,66,从东北偏北方向吹来的风,2
深圳市,2024-11-18 11:00:00,25.6,763.9,64,从北方吹来的风,4
深圳市,2024-11-18 08:00:00,23.2,763.7,74,从东北偏北方向吹来的风,3
深圳市,2024-11-18 05:00:00,23.2,762.5,76,从北方吹来的风,2
深圳市,2024-11-18 02:00:00,23.4,762.6,77,从东北偏北方向吹来的风,1
深圳市,2024-11-17 23:00:00,23.3,762.6,86,从东北偏北方向吹来的风,1
深圳市,2024-11-17 20:00:00,24.8,761.9,77,从东北偏北方向吹来的风,1
深圳市,2024-11-17 17:00:00,25.0,760.2,79,从北方吹来的风,1
深圳市,2024-11-17 14:00:00,24.3,760.3,88,从西南偏西方向吹来的风,1
深圳市,2024-11-17 11:00:00,25.0,762.0,80,从北方吹来的风,1
深圳市,2024-11-17 08:00:00,23.1,761.5,94,从东南偏东方向吹来的风,1
深圳市,2024-11-17 05:00:00,23.1,759.7,95,从东北偏北方向吹来的风,1
深圳市,2024-11-17 02:00:00,23.8,759.6,90,从东北偏北方向吹来的风,1
深圳市,2024-11-16 23:00:00,24.5,759.8,87,从东北偏北方向吹来的风,0
深圳市,2024-11-16 20:00:00,23.6,759.4,90,从东北偏北方向吹来的风,1
深圳市,2024-11-16 17:00:00,24.9,758.3,87,从西北偏北方向吹来的风,1
深圳市,2024-11-16 14:00:00,25.3,758.3,87,从西北偏西方向吹来的风,2
深圳市,2024-11-16 11:00:00,27.5,760.2,78,从东北方吹来的风,1
深圳市,2024-11-16 08:00:00,23.9,759.7,94,从东南方吹来的风,0
深圳市,2024-11-16 02:00:00,23.5,757.7,94,从西北偏北方向吹来的风,0
深圳市,2024-11-15 23:00:00,23.5,758.0,94,无风,0
深圳市,2024-11-15 20:00:00,23.4,757.6,93,从东北偏北方向吹来的风,1
深圳市,2024-11-15 17:00:00,23.9,756.5,94,从东北偏北方向吹来的风,1
深圳市,2024-11-15 14:00:00,24.6,756.7,93,从东北偏北方向吹来的风,1
深圳市,2024-11-15 11:00:00,24.0,758.5,94,从东北偏北方向吹来的风,2
深圳市,2024-11-15 08:00:00,23.3,758.5,96,从西北偏西方向吹来的风,1
深圳市,2024-11-15 05:00:00,23.0,757.6,95,从东北偏东方向吹来的风,1
深圳市,2024-11-15 02:00:00,23.1,757.9,94,从东北偏东方向吹来的风,1
深圳市,2024-11-14 23:00:00,23.3,758.5,92,从东北偏北方向吹来的风,1
深圳市,2024-11-14 20:00:00,23.4,758.4,93,从东北偏东方向吹来的风,1
深圳市,2024-11-14 17:00:00,23.7,757.2,92,从东北偏东方向吹来的风,1
深圳市,2024-11-14 14:00:00,25.0,756.6,86,从东方吹来的风,2
深圳市,2024-11-14 11:00:00,24.6,758.2,90,从东北偏北方向吹来的风,1
深圳市,2024-11-14 08:00:00,23.1,757.9,94,从北方吹来的风,3
深圳市,2024-11-14 05:00:00,22.6,756.9,94,从东北偏北方向吹来的风,3
深圳市,2024-11-14 02:00:00,22.9,757.1,91,从东北偏北方向吹来的风,4
深圳市,2024-11-13 23:00:00,25.3,758.0,76,从东北偏北方向吹来的风,4
深圳市,2024-11-13 20:00:00,25.1,757.7,74,从东北偏北方向吹来的风,3
深圳市,2024-11-13 17:00:00,24.6,757.1,78,从东方吹来的风,1
深圳市,2024-11-13 14:00:00,25.0,757.3,75,从北方吹来的风,3
深圳市,2024-11-13 11:00:00,24.3,759.2,81,从东北偏北方向吹来的风,1
深圳市,2024-11-13 08:00:00,23.8,759.1,76,从北方吹来的风,2
深圳市,2024-11-13 05:00:00,23.4,757.9,81,从西北偏西方向吹来的风,1
深圳市,2024-11-13 02:00:00,23.6,758.5,81,从东北方吹来的风,1
深圳市,2024-11-12 23:00:00,24.3,758.8,82,从西南方吹来的风,1
深圳市,2024-11-12 20:00:00,25.2,758.5,77,从南方吹来的风,1
深圳市,2024-11-12 17:00:00,28.0,757.6,64,从南方吹来的风,1
深圳市,2024-11-12 14:00:00,31.0,758.1,53,从东北方吹来的风,2
深圳市,2024-11-12 11:00:00,28.0,760.9,59,从北方吹来的风,2
深圳市,2024-11-12 08:00:00,23.5,761.0,80,从东北偏北方向吹来的风,1
深圳市,2024-11-12 05:00:00,21.8,760.0,90,从东北方吹来的风,1
深圳市,2024-11-12 02:00:00,22.6,760.2,86,从东方吹来的风,1
深圳市,2024-11-11 23:00:00,23.2,761.2,83,从东方吹来的风,1
深圳市,2024-11-11 20:00:00,24.0,761.1,78,从东南偏东方向吹来的风,1
深圳市,2024-11-11 17:00:00,26.4,759.7,68,从东南方吹来的风,1
深圳市,2024-11-11 14:00:00,27.8,760.2,63,从东北偏北方向吹来的风,1
深圳市,2024-11-11 11:00:00,27.3,762.0,61,从东北偏北方向吹来的风,2
深圳市,2024-11-11 08:00:00,23.6,761.7,71,从东北偏北方向吹来的风,1
深圳市,2024-11-11 05:00:00,23.2,760.6,72,从东北偏北方向吹来的风,2
深圳市,2024-11-11 02:00:00,23.0,761.3,76,从北方吹来的风,1
深圳市,2024-11-10 23:00:00,23.9,762.2,73,从北方吹来的风,2
深圳市,2024-11-10 20:00:00,24.6,761.6,70,从东北偏北方向吹来的风,2
深圳市,2024-11-10 17:00:00,25.1,760.9,70,从东北偏北方向吹来的风,2
深圳市,2024-11-10 14:00:00,25.8,760.9,69,从北方吹来的风,3
深圳市,2024-11-10 11:00:00,24.7,762.5,72,从东北偏北方向吹来的风,3
深圳市,2024-11-10 08:00:00,24.1,761.8,73,从北方吹来的风,1
深圳市,2024-11-10 05:00:00,24.2,760.6,71,从北方吹来的风,3
深圳市,2024-11-10 02:00:00,24.3,760.8,67,从东北偏北方向吹来的风,1
深圳市,2024-11-09 23:00:00,24.8,761.7,63,从北方吹来的风,2
深圳市,2024-11-09 20:00:00,25.5,761.3,67,从东方吹来的风,1
深圳市,2024-11-09 17:00:00,26.6,759.8,56,从东北偏北方向吹来的风,2
深圳市,2024-11-09 14:00:00,27.6,759.9,51,从东北偏北方向吹来的风,1
深圳市,2024-11-09 11:00:00,25.0,762.1,52,从东北偏北方向吹来的风,1
深圳市,2024-11-09 08:00:00,22.9,762.4,53,从东北偏北方向吹来的风,2
深圳市,2024-11-09 05:00:00,23.1,761.2,51,从西北偏北方向吹来的风,1
深圳市,2024-11-09 02:00:00,23.7,761.4,50,从东北偏北方向吹来的风,1
深圳市,2024-11-08 23:00:00,24.4,762.2,50,从东北偏北方向吹来的风,2
深圳市,2024-11-08 20:00:00,24.1,762.4,50,从北方吹来的风,1
深圳市,2024-11-08 17:00:00,25.2,760.9,45,从北方吹来的风,3
深圳市,2024-11-08 14:00:00,26.9,761.2,41,从北方吹来的风,2
深圳市,2024-11-08 11:00:00,24.3,763.6,44,从北方吹来的风,3
深圳市,2024-11-08 08:00:00,19.9,764.2,49,从北方吹来的风,3
深圳市,2024-11-08 05:00:00,19.6,763.3,47,从东北偏北方向吹来的风,3
深圳市,2024-11-08 02:00:00,20.4,764.3,46,从东北偏北方向吹来的风,3
深圳市,2024-11-07 23:00:00,20.7,765.1,51,从北方吹来的风,2
深圳市,2024-11-07 20:00:00,21.8,764.9,53,从东北偏北方向吹来的风,1
深圳市,2024-11-07 17:00:00,24.3,763.7,39,从东北偏北方向吹来的风,3
深圳市,2024-11-07 14:00:00,26.3,763.5,33,从北方吹来的风,3
深圳市,2024-11-07 11:00:00,24.7,765.7,40,从东北偏北方向吹来的风,4
深圳市,2024-11-07 08:00:00,21.2,765.9,52,从东北偏北方向吹来的风,5
深圳市,2024-11-07 05:00:00,21.6,764.6,52,从东北偏北方向吹来的风,3
深圳市,2024-11-07 02:00:00,23.0,764.5,52,从北方吹来的风,3
深圳市,2024-11-06 23:00:00,22.1,765.4,79,从东北偏北方向吹来的风,1
深圳市,2024-11-06 20:00:00,24.7,764.7,63,从东方吹来的风,1
深圳市,2024-11-06 17:00:00,26.1,763.3,48,从东北偏北方向吹来的风,3
深圳市,2024-11-06 14:00:00,27.5,763.3,49,从北方吹来的风,3
深圳市,2024-11-06 11:00:00,25.1,765.3,53,从东北偏北方向吹来的风,4
深圳市,2024-11-06 08:00:00,23.0,765.5,59,从东北偏北方向吹来的风,3
深圳市,2024-11-06 05:00:00,22.6,763.9,59,从北方吹来的风,4
深圳市,2024-11-06 02:00:00,23.5,763.6,58,从北方吹来的风,2
深圳市,2024-11-05 23:00:00,24.1,764.5,63,从北方吹来的风,2
深圳市,2024-11-05 20:00:00,25.0,764.0,60,从东北偏北方向吹来的风,3
深圳市,2024-11-05 17:00:00,26.7,762.6,57,从东北偏北方向吹来的风,3
深圳市,2024-11-05 14:00:00,28.5,762.5,52,从东北偏北方向吹来的风,3
深圳市,2024-11-05 11:00:00,26.5,764.4,59,从北方吹来的风,2
深圳市,2024-11-05 08:00:00,23.7,764.5,62,从东北偏北方向吹来的风,3
深圳市,2024-11-05 05:00:00,23.8,763.1,63,从东北偏北方向吹来的风,3
深圳市,2024-11-05 02:00:00,24.8,763.3,65,从东北偏北方向吹来的风,2
深圳市,2024-11-04 23:00:00,24.8,763.6,77,从东方吹来的风,1
深圳市,2024-11-04 20:00:00,25.7,762.6,74,从东方吹来的风,1
深圳市,2024-11-04 17:00:00,27.6,761.3,65,从东南偏南方向吹来的风,1
深圳市,2024-11-04 14:00:00,29.2,761.6,56,从北方吹来的风,1
深圳市,2024-11-04 11:00:00,28.4,763.6,56,从东北偏北方向吹来的风,3
深圳市,2024-11-04 08:00:00,25.1,763.7,75,从北方吹来的风,1
深圳市,2024-11-04 05:00:00,23.2,762.6,86,从北方吹来的风,1
深圳市,2024-11-04 02:00:00,23.6,763.0,84,从东北偏北方向吹来的风,1
深圳市,2024-11-03 23:00:00,24.5,763.9,79,从东北偏北方向吹来的风,1
深圳市,2024-11-03 20:00:00,25.3,763.3,73,从东方吹来的风,1
深圳市,2024-11-03 17:00:00,26.5,761.8,63,从北方吹来的风,1
深圳市,2024-11-03 14:00:00,27.4,761.9,59,从东北偏东方向吹来的风,1
深圳市,2024-11-03 11:00:00,26.5,763.8,62,从东方吹来的风,1
深圳市,2024-11-03 08:00:00,23.2,763.6,69,从北方吹来的风,1
深圳市,2024-11-03 05:00:00,22.6,762.7,70,从北方吹来的风,1
深圳市,2024-11-03 02:00:00,22.0,763.2,73,从北方吹来的风,1
深圳市,2024-11-02 23:00:00,23.1,764.1,68,从北方吹来的风,1
深圳市,2024-11-02 20:00:00,23.2,763.9,68,从东北偏北方向吹来的风,1
深圳市,2024-11-02 17:00:00,23.7,763.0,65,从北方吹来的风,2
深圳市,2024-11-02 14:00:00,24.9,762.5,61,从东北偏北方向吹来的风,2
深圳市,2024-11-02 11:00:00,24.9,763.6,60,从北方吹来的风,3
深圳市,2024-11-02 08:00:00,22.2,763.0,66,从东北偏北方向吹来的风,4
深圳市,2024-11-02 05:00:00,21.6,761.0,67,从东北偏北方向吹来的风,3
深圳市,2024-11-02 02:00:00,22.2,761.2,66,从北方吹来的风,2
深圳市,2024-11-01 23:00:00,23.0,761.3,63,从东北偏北方向吹来的风,4
深圳市,2024-11-01 20:00:00,24.7,760.2,61,从东北偏北方向吹来的风,3
深圳市,2024-11-01 17:00:00,27.9,757.9,54,从东北偏北方向吹来的风,4
深圳市,2024-11-01 14:00:00,29.0,757.3,52,从东北偏北方向吹来的风,4
深圳市,2024-11-01 11:00:00,27.4,758.5,53,从北方吹来的风,4
深圳市,2024-11-01 08:00:00,24.7,757.3,57,从东北方吹来的风,3
深圳市,2024-11-01 05:00:00,24.2,755.3,57,从东北偏北方向吹来的风,4
深圳市,2024-11-01 02:00:00,25.0,755.0,59,从东北偏北方向吹来的风,3
深圳市,2024-10-31 23:00:00,25.7,754.9,60,从北方吹来的风,4
深圳市,2024-10-31 20:00:00,26.1,754.2,58,从西北偏北方向吹来的风,2
深圳市,2024-10-31 17:00:00,28.0,752.7,51,从西北偏北方向吹来的风,3
深圳市,2024-10-31 14:00:00,29.4,753.5,48,从北方吹来的风,3
深圳市,2024-10-31 11:00:00,26.7,756.4,49,从东北偏北方向吹来的风,3
深圳市,2024-10-31 08:00:00,22.7,757.0,56,从北方吹来的风,3
深圳市,2024-10-31 05:00:00,22.1,756.1,57,从东北偏北方向吹来的风,2
深圳市,2024-10-31 02:00:00,22.9,756.7,60,从北方吹来的风,3
深圳市,2024-10-30 23:00:00,23.8,757.7,64,从北方吹来的风,2
深圳市,2024-10-30 20:00:00,24.2,757.6,67,从北方吹来的风,2
深圳市,2024-10-30 17:00:00,26.5,756.8,58,从北方吹来的风,2
深圳市,2024-10-30 14:00:00,27.9,757.3,55,从西北偏北方向吹来的风,2
深圳市,2024-10-30 11:00:00,26.7,759.7,58,从东北偏北方向吹来的风,3
深圳市,2024-10-30 08:00:00,22.8,760.0,68,从北方吹来的风,2
深圳市,2024-10-30 05:00:00,22.6,758.1,72,从东北偏北方向吹来的风,1
深圳市,2024-10-30 02:00:00,23.5,758.5,68,从东北偏北方向吹来的风,3
